Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant,,Octant ID,+1,-1,+2,-2,+3,-3,+4,-4
249.66,31.18,0.48,0,,,,3.873466465,0.431669524,-0.107577744,-1,,,,,,,,,,
249.67,31.02,3.73,-1.31,,,,3.713466465,3.681669524,-1.417577744,-1,,,,,,,,,,
249.68,29.58,0.31,-1.46,,,,2.273466465,0.261669524,-1.567577744,-1,,,,,,,,,,
249.69,28.36,-3.09,-1.61,,,,1.053466465,-3.138330476,-1.717577744,-4,,,,,,,,,,
249.7,31.15,-3.32,-1.88,,,,3.843466465,-3.368330476,-1.987577744,-4,,,,,,,,,,
249.71,27.39,-3.55,-1.07,,,,0.083466465,-3.598330476,-1.177577744,-4,,,,,,,,,,
249.72,27.75,-3,-0.28,,,,0.443466465,-3.048330476,-0.387577744,-4,,,,,,,,,,
249.73,28.11,-2.45,0.51,,,,0.803466465,-2.498330476,0.402422256,+4,,,,,,,,,,
249.74,29.52,-1.24,-0.01,,,,2.213466465,-1.288330476,-0.117577744,-4,,,,,,,,,,
249.75,30.93,-0.03,-0.54,,,,3.623466465,-0.078330476,-0.647577744,-4,,,,,,,,,,
249.76,28.97,-3.01,-1.78,,,,1.663466465,-3.058330476,-1.887577744,-4,,,,,,,,,,
249.77,28.9,-3.7,-1.71,,,,1.593466465,-3.748330476,-1.817577744,-4,,,,,,,,,,
249.78,25.17,-4.39,-1.48,,,,-2.136533535,-4.438330476,-1.587577744,-3,,,,,,,,,,
249.79,29.71,-2.01,-2.28,,,,2.403466465,-2.058330476,-2.387577744,-4,,,,,,,,,,
249.8,29.55,-3.29,-2.02,,,,2.243466465,-3.338330476,-2.127577744,-4,,,,,,,,,,
249.81,24.53,-1.96,-1.77,,,,-2.776533535,-2.008330476,-1.877577744,-3,,,,,,,,,,
249.82,23.46,0.74,-0.24,,,,-3.846533535,0.691669524,-0.347577744,-2,,,,,,,,,,
249.83,23.51,0.83,0.08,,,,-3.796533535,0.781669524,-0.027577744,-2,,,,,,,,,,
249.84,30.39,3.22,0.97,,,,3.083466465,3.171669524,0.862422256,+1,,,,,,,,,,
249.85,26.95,2.02,0.52,,,,-0.356533535,1.971669524,0.412422256,+2,,,,,,,,,,
249.86,25.11,0.4,0.98,,,,-2.196533535,0.351669524,0.872422256,+2,,,,,,,,,,
249.87,32.13,2.45,1.7,,,,4.823466465,2.401669524,1.592422256,+1,,,,,,,,,,
249.88,30.75,1.6,0.55,,,,3.443466465,1.551669524,0.442422256,+1,,,,,,,,,,
249.89,26.71,-0.57,0.49,,,,-0.596533535,-0.618330476,0.382422256,+3,,,,,,,,,,
249.9,31.09,-0.71,-0.34,,,,3.783466465,-0.758330476,-0.447577744,-4,,,,,,,,,,
249.91,31.39,-3.22,-0.07,,,,4.083466465,-3.268330476,-0.177577744,-4,,,,,,,,,,
249.92,31.69,-1.28,0.2,,,,4.383466465,-1.328330476,0.092422256,+4,,,,,,,,,,
249.93,28.83,0.65,1.2,,,,1.523466465,0.601669524,1.092422256,+1,,,,,,,,,,
249.94,32.46,0.81,1.02,,,,5.153466465,0.761669524,0.912422256,+1,,,,,,,,,,
249.95,32.14,0.98,1.75,,,,4.833466465,0.931669524,1.642422256,+1,,,,,,,,,,
249.96,31.83,-0.15,2.23,,,,4.523466465,-0.198330476,2.122422256,+4,,,,,,,,,,
249.97,32.73,3.13,1.99,,,,5.423466465,3.081669524,1.882422256,+1,,,,,,,,,,
249.98,30.3,-0.93,0.91,,,,2.993466465,-0.978330476,0.802422256,+4,,,,,,,,,,
249.99,33.38,0.66,1.2,,,,6.073466465,0.611669524,1.092422256,+1,,,,,,,,,,
250,34.61,3.08,-0.17,,,,7.303466465,3.031669524,-0.277577744,-1,,,,,,,,,,
250.01,33.1,1.87,0.51,,,,5.793466465,1.821669524,0.402422256,+1,,,,,,,,,,
250.02,31.6,-0.76,-2.21,,,,4.293466465,-0.808330476,-2.317577744,-4,,,,,,,,,,
250.03,27.05,-3.57,-1.15,,,,-0.256533535,-3.618330476,-1.257577744,-3,,,,,,,,,,
250.04,29.32,-2.16,-1.68,,,,2.013466465,-2.208330476,-1.787577744,-4,,,,,,,,,,
250.05,26.87,-2.09,0.24,,,,-0.436533535,-2.138330476,0.132422256,+3,,,,,,,,,,
250.06,30.79,-2.49,-0.06,,,,3.483466465,-2.538330476,-0.167577744,-4,,,,,,,,,,
250.07,28.68,-1.18,0.23,,,,1.373466465,-1.228330476,0.122422256,+4,,,,,,,,,,
250.08,26.58,0.12,0.52,,,,-0.726533535,0.071669524,0.412422256,+2,,,,,,,,,,
250.09,25.58,-2.58,0.12,,,,-1.726533535,-2.628330476,0.012422256,+3,,,,,,,,,,
250.1,27.66,-0.6,-0.07,,,,0.353466465,-0.648330476,-0.177577744,-4,,,,,,,,,,
250.11,28.72,0.98,-0.88,,,,1.413466465,0.931669524,-0.987577744,-1,,,,,,,,,,
250.12,26.24,-2.99,-1.16,,,,-1.066533535,-3.038330476,-1.267577744,-3,,,,,,,,,,
250.13,24.68,-2.27,-0.57,,,,-2.626533535,-2.318330476,-0.677577744,-3,,,,,,,,,,
250.14,25.04,-0.73,0.23,,,,-2.266533535,-0.778330476,0.122422256,+3,,,,,,,,,,
250.15,29.3,2.18,0.98,,,,1.993466465,2.131669524,0.872422256,+1,,,,,,,,,,
250.16,31.15,2.08,1.44,,,,3.843466465,2.031669524,1.332422256,+1,,,,,,,,,,
250.17,28.04,1.13,0.93,,,,0.733466465,1.081669524,0.822422256,+1,,,,,,,,,,
250.18,27.21,0.19,1.37,,,,-0.096533535,0.141669524,1.262422256,+2,,,,,,,,,,
250.19,29.89,-0.26,0.83,,,,2.583466465,-0.308330476,0.722422256,+4,,,,,,,,,,
250.2,28.24,2.23,0.66,,,,0.933466465,2.181669524,0.552422256,+1,,,,,,,,,,
250.21,31,-0.34,0.66,,,,3.693466465,-0.388330476,0.552422256,+4,,,,,,,,,,
250.22,31.94,1.99,-0.2,,,,4.633466465,1.941669524,-0.307577744,-1,,,,,,,,,,
250.23,26.23,-1.97,-0.32,,,,-1.076533535,-2.018330476,-0.427577744,-3,,,,,,,,,,
250.24,30.1,-4.58,-1.29,,,,2.793466465,-4.628330476,-1.397577744,-4,,,,,,,,,,
250.25,28.74,-4.42,-0.7,,,,1.433466465,-4.468330476,-0.807577744,-4,,,,,,,,,,
250.26,29.09,-4.26,-0.5,,,,1.783466465,-4.308330476,-0.607577744,-4,,,,,,,,,,
250.27,29.44,-3.37,-0.31,,,,2.133466465,-3.418330476,-0.417577744,-4,,,,,,,,,,
250.28,32.6,-3.86,0.17,,,,5.293466465,-3.908330476,0.062422256,+4,,,,,,,,,,
250.29,31.46,-4.32,0.11,,,,4.153466465,-4.368330476,0.002422256,+4,,,,,,,,,,
250.3,30.32,-4.78,0.05,,,,3.013466465,-4.828330476,-0.057577744,-4,,,,,,,,,,
250.31,30.19,-5.06,-0.95,,,,2.883466465,-5.108330476,-1.057577744,-4,,,,,,,,,,
250.32,30.07,-3.33,-1.95,,,,2.763466465,-3.378330476,-2.057577744,-4,,,,,,,,,,
250.33,32.01,-1.61,-1.31,,,,4.703466465,-1.658330476,-1.417577744,-4,,,,,,,,,,
250.34,31.79,-4.23,-0.49,,,,4.483466465,-4.278330476,-0.597577744,-4,,,,,,,,,,
250.35,26.19,-4.46,0.86,,,,-1.116533535,-4.508330476,0.752422256,+3,,,,,,,,,,
250.36,28.35,-4.03,2.08,,,,1.043466465,-4.078330476,1.972422256,+4,,,,,,,,,,
250.37,29.71,-2.04,1.91,,,,2.403466465,-2.088330476,1.802422256,+4,,,,,,,,,,
250.38,31.07,-0.05,1.75,,,,3.763466465,-0.098330476,1.642422256,+4,,,,,,,,,,
250.39,27.9,-1.57,1.85,,,,0.593466465,-1.618330476,1.742422256,+4,,,,,,,,,,
250.4,29.48,-3.11,1.8,,,,2.173466465,-3.158330476,1.692422256,+4,,,,,,,,,,
250.41,33.34,-1.97,1.5,,,,6.033466465,-2.018330476,1.392422256,+4,,,,,,,,,,
250.42,31.49,-2.23,1.2,,,,4.183466465,-2.278330476,1.092422256,+4,,,,,,,,,,
250.43,30.57,-2.99,0.46,,,,3.263466465,-3.038330476,0.352422256,+4,,,,,,,,,,
250.44,30.5,-4.58,1.25,,,,3.193466465,-4.628330476,1.142422256,+4,,,,,,,,,,
250.45,32.91,-3.86,0.88,,,,5.603466465,-3.908330476,0.772422256,+4,,,,,,,,,,
250.46,32.87,1.56,-0.17,,,,5.563466465,1.511669524,-0.277577744,-1,,,,,,,,,,
250.47,33.48,0.66,-1.24,,,,6.173466465,0.611669524,-1.347577744,-1,,,,,,,,,,
250.48,34.02,1,0.08,,,,6.713466465,0.951669524,-0.027577744,-1,,,,,,,,,,
250.49,32.77,1.35,1.4,,,,5.463466465,1.301669524,1.292422256,+1,,,,,,,,,,
250.5,31.52,0.41,0.27,,,,4.213466465,0.361669524,0.162422256,+1,,,,,,,,,,
250.51,33.41,-2.49,0.2,,,,6.103466465,-2.538330476,0.092422256,+4,,,,,,,,,,
250.52,32.96,-2.18,0.34,,,,5.653466465,-2.228330476,0.232422256,+4,,,,,,,,,,
250.53,31.44,-3.49,-0.55,,,,4.133466465,-3.538330476,-0.657577744,-4,,,,,,,,,,
250.54,30.07,-3.04,-0.39,,,,2.763466465,-3.088330476,-0.497577744,-4,,,,,,,,,,
250.55,28.7,-2.6,-0.24,,,,1.393466465,-2.648330476,-0.347577744,-4,,,,,,,,,,
250.56,31.92,-1.08,1.13,,,,4.613466465,-1.128330476,1.022422256,+4,,,,,,,,,,
250.57,32.35,3.02,0.1,,,,5.043466465,2.971669524,-0.007577744,-1,,,,,,,,,,
250.58,31.38,-0.54,-0.15,,,,4.073466465,-0.588330476,-0.257577744,-4,,,,,,,,,,
250.59,32.01,1.74,0.51,,,,4.703466465,1.691669524,0.402422256,+1,,,,,,,,,,
250.6,31.74,-0.4,-0.35,,,,4.433466465,-0.448330476,-0.457577744,-4,,,,,,,,,,
250.61,32.09,-1.52,-0.41,,,,4.783466465,-1.568330476,-0.517577744,-4,,,,,,,,,,
250.62,32.65,-1,-0.91,,,,5.343466465,-1.048330476,-1.017577744,-4,,,,,,,,,,
250.63,32.68,-0.71,-0.67,,,,5.373466465,-0.758330476,-0.777577744,-4,,,,,,,,,,
250.64,32.73,-0.43,-0.43,,,,5.423466465,-0.478330476,-0.537577744,-4,,,,,,,,,,
250.65,30.5,-0.83,-0.98,,,,3.193466465,-0.878330476,-1.087577744,-4,,,,,,,,,,
250.66,29.98,-0.65,-1.04,,,,2.673466465,-0.698330476,-1.147577744,-4,,,,,,,,,,
250.67,29.74,-1.08,-0.87,,,,2.433466465,-1.128330476,-0.977577744,-4,,,,,,,,,,
250.68,29.51,-1.52,-0.7,,,,2.203466465,-1.568330476,-0.807577744,-4,,,,,,,,,,
250.69,31.43,-3.95,0.21,,,,4.123466465,-3.998330476,0.102422256,+4,,,,,,,,,,
250.7,33.37,-2.63,-0.59,,,,6.063466465,-2.678330476,-0.697577744,-4,,,,,,,,,,
250.71,32.96,-0.68,-0.96,,,,5.653466465,-0.728330476,-1.067577744,-4,,,,,,,,,,
250.72,28.78,-0.35,-1.25,,,,1.473466465,-0.398330476,-1.357577744,-4,,,,,,,,,,
250.73,30.37,1.2,-0.55,,,,3.063466465,1.151669524,-0.657577744,-1,,,,,,,,,,
250.74,31.92,-2.87,-0.08,,,,4.613466465,-2.918330476,-0.187577744,-4,,,,,,,,,,
250.75,30.82,-4.06,-0.01,,,,3.513466465,-4.108330476,-0.117577744,-4,,,,,,,,,,
250.76,32.26,-2.52,-0.07,,,,4.953466465,-2.568330476,-0.177577744,-4,,,,,,,,,,
250.77,31.54,-3.49,-0.55,,,,4.233466465,-3.538330476,-0.657577744,-4,,,,,,,,,,
250.78,30.82,-4.47,-1.04,,,,3.513466465,-4.518330476,-1.147577744,-4,,,,,,,,,,
250.79,30.03,-2.49,-0.73,,,,2.723466465,-2.538330476,-0.837577744,-4,,,,,,,,,,
250.8,29.24,-0.52,-0.43,,,,1.933466465,-0.568330476,-0.537577744,-4,,,,,,,,,,
250.81,27.88,-1.75,-0.54,,,,0.573466465,-1.798330476,-0.647577744,-4,,,,,,,,,,
250.82,32.51,1.05,-0.82,,,,5.203466465,1.001669524,-0.927577744,-1,,,,,,,,,,
250.83,30.77,-0.38,-1.2,,,,3.463466465,-0.428330476,-1.307577744,-4,,,,,,,,,,
250.84,32.06,-2.41,-1.14,,,,4.753466465,-2.458330476,-1.247577744,-4,,,,,,,,,,
250.85,29.56,-1.2,-1.1,,,,2.253466465,-1.248330476,-1.207577744,-4,,,,,,,,,,
250.86,27.07,0,0.26,,,,-0.236533535,-0.048330476,0.152422256,+3,,,,,,,,,,
250.87,30,-0.46,0.78,,,,2.693466465,-0.508330476,0.672422256,+4,,,,,,,,,,
250.88,26.55,-0.08,0.31,,,,-0.756533535,-0.128330476,0.202422256,+3,,,,,,,,,,
250.89,27.89,-3.11,1.4,,,,0.583466465,-3.158330476,1.292422256,+4,,,,,,,,,,
250.9,29.24,-4.19,2.49,,,,1.933466465,-4.238330476,2.382422256,+4,,,,,,,,,,
250.91,29.64,-3.89,2.25,,,,2.333466465,-3.938330476,2.142422256,+4,,,,,,,,,,
250.92,29.58,-3.59,1.4,,,,2.273466465,-3.638330476,1.292422256,+4,,,,,,,,,,
250.93,30.76,-4.02,0.24,,,,3.453466465,-4.068330476,0.132422256,+4,,,,,,,,,,
250.94,31.94,-4.47,-1.57,,,,4.633466465,-4.518330476,-1.677577744,-4,,,,,,,,,,
250.95,30.75,-3.35,-1.72,,,,3.443466465,-3.398330476,-1.827577744,-4,,,,,,,,,,
250.96,26.66,-3.66,-0.82,,,,-0.646533535,-3.708330476,-0.927577744,-3,,,,,,,,,,
250.97,28.49,-0.06,-1.51,,,,1.183466465,-0.108330476,-1.617577744,-4,,,,,,,,,,
250.98,27.3,-0.15,0.06,,,,-0.006533535,-0.198330476,-0.047577744,-3,,,,,,,,,,
250.99,26.73,-0.74,-0.57,,,,-0.576533535,-0.788330476,-0.677577744,-3,,,,,,,,,,
251,26.24,-1.3,-0.13,,,,-1.066533535,-1.348330476,-0.237577744,-3,,,,,,,,,,
251.01,25.76,-1.87,0.31,,,,-1.546533535,-1.918330476,0.202422256,+3,,,,,,,,,,
251.02,31,1.08,0.37,,,,3.693466465,1.031669524,0.262422256,+1,,,,,,,,,,
251.03,28.51,1.31,-1.3,,,,1.203466465,1.261669524,-1.407577744,-1,,,,,,,,,,
251.04,27.99,-1.51,-0.68,,,,0.683466465,-1.558330476,-0.787577744,-4,,,,,,,,,,
251.05,29.33,-2.35,-0.06,,,,2.023466465,-2.398330476,-0.167577744,-4,,,,,,,,,,
251.06,28.66,-3.19,-0.37,,,,1.353466465,-3.238330476,-0.477577744,-4,,,,,,,,,,
251.07,29.73,0.4,1.31,,,,2.423466465,0.351669524,1.202422256,+1,,,,,,,,,,
251.08,29.33,-0.52,0.49,,,,2.023466465,-0.568330476,0.382422256,+4,,,,,,,,,,
251.09,30.91,-0.82,-0.38,,,,3.603466465,-0.868330476,-0.487577744,-4,,,,,,,,,,
251.1,30.64,0.06,0.05,,,,3.333466465,0.011669524,-0.057577744,-1,,,,,,,,,,
251.11,26.17,1.63,-0.32,,,,-1.136533535,1.581669524,-0.427577744,-2,,,,,,,,,,
251.12,26.21,1.74,-0.55,,,,-1.096533535,1.691669524,-0.657577744,-2,,,,,,,,,,
251.13,26.15,1.24,-0.2,,,,-1.156533535,1.191669524,-0.307577744,-2,,,,,,,,,,
251.14,28.02,2.58,-0.28,,,,0.713466465,2.531669524,-0.387577744,-1,,,,,,,,,,
251.15,27.88,2.56,0.17,,,,0.573466465,2.511669524,0.062422256,+1,,,,,,,,,,
251.16,28.27,-2.03,-0.51,,,,0.963466465,-2.078330476,-0.617577744,-4,,,,,,,,,,
251.17,26.8,1.88,-0.99,,,,-0.506533535,1.831669524,-1.097577744,-2,,,,,,,,,,
251.18,25.04,1.59,-0.24,,,,-2.266533535,1.541669524,-0.347577744,-2,,,,,,,,,,
251.19,25,1.18,0.03,,,,-2.306533535,1.131669524,-0.077577744,-2,,,,,,,,,,
251.2,25.2,1.35,0.27,,,,-2.106533535,1.301669524,0.162422256,+2,,,,,,,,,,
251.21,25.4,1.53,0.52,,,,-1.906533535,1.481669524,0.412422256,+2,,,,,,,,,,
251.22,26.82,3.24,1.03,,,,-0.486533535,3.191669524,0.922422256,+2,,,,,,,,,,
251.23,26.54,2.05,1.26,,,,-0.766533535,2.001669524,1.152422256,+2,,,,,,,,,,
251.24,26.26,0.86,1.49,,,,-1.046533535,0.811669524,1.382422256,+2,,,,,,,,,,
251.25,26.4,-1.48,0.55,,,,-0.906533535,-1.528330476,0.442422256,+3,,,,,,,,,,
251.26,28.15,2.08,0.83,,,,0.843466465,2.031669524,0.722422256,+1,,,,,,,,,,
251.27,27.72,-1.65,1.08,,,,0.413466465,-1.698330476,0.972422256,+4,,,,,,,,,,
251.28,27.05,-0.43,2.41,,,,-0.256533535,-0.478330476,2.302422256,+3,,,,,,,,,,
251.29,28.92,-2.33,1.71,,,,1.613466465,-2.378330476,1.602422256,+4,,,,,,,,,,
251.3,31.47,-3.83,1.51,,,,4.163466465,-3.878330476,1.402422256,+4,,,,,,,,,,
251.31,30.19,-2.01,1.6,,,,2.883466465,-2.058330476,1.492422256,+4,,,,,,,,,,
251.32,25.12,-0.19,1.3,,,,-2.186533535,-0.238330476,1.192422256,+3,,,,,,,,,,
251.33,25.65,0.82,1.27,,,,-1.656533535,0.771669524,1.162422256,+2,,,,,,,,,,
251.34,26.48,0.42,1.07,,,,-0.826533535,0.371669524,0.962422256,+2,,,,,,,,,,
251.35,27.32,0.03,0.87,,,,0.013466465,-0.018330476,0.762422256,+4,,,,,,,,,,
251.36,26.03,3.15,0.06,,,,-1.276533535,3.101669524,-0.047577744,-2,,,,,,,,,,
251.37,25.24,1.98,-0.44,,,,-2.066533535,1.931669524,-0.547577744,-2,,,,,,,,,,
251.38,25.18,-1.16,-0.68,,,,-2.126533535,-1.208330476,-0.787577744,-3,,,,,,,,,,
251.39,23.87,-3.72,-0.44,,,,-3.436533535,-3.768330476,-0.547577744,-3,,,,,,,,,,
251.4,23.31,-2.89,0.13,,,,-3.996533535,-2.938330476,0.022422256,+3,,,,,,,,,,
251.41,23.82,0.63,0.71,,,,-3.486533535,0.581669524,0.602422256,+2,,,,,,,,,,
251.42,25.04,2.54,0.87,,,,-2.266533535,2.491669524,0.762422256,+2,,,,,,,,,,
251.43,23.75,0.81,1.1,,,,-3.556533535,0.761669524,0.992422256,+2,,,,,,,,,,
251.44,26.3,1.41,0.41,,,,-1.006533535,1.361669524,0.302422256,+2,,,,,,,,,,
251.45,27.05,-1.53,-0.13,,,,-0.256533535,-1.578330476,-0.237577744,-3,,,,,,,,,,
251.46,24.34,1.26,-0.35,,,,-2.966533535,1.211669524,-0.457577744,-2,,,,,,,,,,
251.47,23.2,-1.88,-0.2,,,,-4.106533535,-1.928330476,-0.307577744,-3,,,,,,,,,,
251.48,22.07,0.76,0.71,,,,-5.236533535,0.711669524,0.602422256,+2,,,,,,,,,,
251.49,22.75,2.21,1.07,,,,-4.556533535,2.161669524,0.962422256,+2,,,,,,,,,,
251.5,22.83,3.03,1.67,,,,-4.476533535,2.981669524,1.562422256,+2,,,,,,,,,,
251.51,22.91,2.11,1.46,,,,-4.396533535,2.061669524,1.352422256,+2,,,,,,,,,,
251.52,23.3,0.58,1.07,,,,-4.006533535,0.531669524,0.962422256,+2,,,,,,,,,,
251.53,23.7,-0.93,0.68,,,,-3.606533535,-0.978330476,0.572422256,+3,,,,,,,,,,
251.54,25.18,4.06,1.1,,,,-2.126533535,4.011669524,0.992422256,+2,,,,,,,,,,
251.55,23.37,2.91,1.02,,,,-3.936533535,2.861669524,0.912422256,+2,,,,,,,,,,
251.56,23.36,4.25,1.37,,,,-3.946533535,4.201669524,1.262422256,+2,,,,,,,,,,
251.57,25.06,0.59,1.3,,,,-2.246533535,0.541669524,1.192422256,+2,,,,,,,,,,
251.58,25.6,0.68,1.31,,,,-1.706533535,0.631669524,1.202422256,+2,,,,,,,,,,
251.59,25.81,0.41,0.76,,,,-1.496533535,0.361669524,0.652422256,+2,,,,,,,,,,
251.6,23.78,-0.76,1.13,,,,-3.526533535,-0.808330476,1.022422256,+3,,,,,,,,,,
251.61,24.08,-0.81,1.31,,,,-3.226533535,-0.858330476,1.202422256,+3,,,,,,,,,,
251.62,23.9,2.25,1.6,,,,-3.406533535,2.201669524,1.492422256,+2,,,,,,,,,,
251.63,23.72,2.49,1.89,,,,-3.586533535,2.441669524,1.782422256,+2,,,,,,,,,,
251.64,24.36,2.74,2.07,,,,-2.946533535,2.691669524,1.962422256,+2,,,,,,,,,,
251.65,24.42,2.39,1.72,,,,-2.886533535,2.341669524,1.612422256,+2,,,,,,,,,,
251.66,25.99,2.96,1.41,,,,-1.316533535,2.911669524,1.302422256,+2,,,,,,,,,,
251.67,24.94,4.12,0.74,,,,-2.366533535,4.071669524,0.632422256,+2,,,,,,,,,,
251.68,24.46,3.13,0.86,,,,-2.846533535,3.081669524,0.752422256,+2,,,,,,,,,,
251.69,24.51,2.14,1.29,,,,-2.796533535,2.091669524,1.182422256,+2,,,,,,,,,,
251.7,24.37,1.75,1.42,,,,-2.936533535,1.701669524,1.312422256,+2,,,,,,,,,,
251.71,24.23,1.36,1.55,,,,-3.076533535,1.311669524,1.442422256,+2,,,,,,,,,,
251.72,25.47,0.44,1.79,,,,-1.836533535,0.391669524,1.682422256,+2,,,,,,,,,,
251.73,25.42,0.77,1.27,,,,-1.886533535,0.721669524,1.162422256,+2,,,,,,,,,,
251.74,24.35,1.24,0.72,,,,-2.956533535,1.191669524,0.612422256,+2,,,,,,,,,,
251.75,24.13,1.36,0.35,,,,-3.176533535,1.311669524,0.242422256,+2,,,,,,,,,,
251.76,24.4,1.42,0.07,,,,-2.906533535,1.371669524,-0.037577744,-2,,,,,,,,,,
251.77,24.68,1.48,-0.2,,,,-2.626533535,1.431669524,-0.307577744,-2,,,,,,,,,,
251.78,23.98,0.57,-0.15,,,,-3.326533535,0.521669524,-0.257577744,-2,,,,,,,,,,
251.79,25.49,1.48,0.6,,,,-1.816533535,1.431669524,0.492422256,+2,,,,,,,,,,
251.8,26.33,1.93,0.06,,,,-0.976533535,1.881669524,-0.047577744,-2,,,,,,,,,,
251.81,28.97,4.45,-0.88,,,,1.663466465,4.401669524,-0.987577744,-1,,,,,,,,,,
251.82,29.69,3.31,-1.77,,,,2.383466465,3.261669524,-1.877577744,-1,,,,,,,,,,
251.83,29.56,2.99,-2,,,,2.253466465,2.941669524,-2.107577744,-1,,,,,,,,,,
251.84,28.96,3.2,-2.21,,,,1.653466465,3.151669524,-2.317577744,-1,,,,,,,,,,
251.85,28.32,2.59,-2.02,,,,1.013466465,2.541669524,-2.127577744,-1,,,,,,,,,,
251.86,25.25,-0.48,-1.84,,,,-2.056533535,-0.528330476,-1.947577744,-3,,,,,,,,,,
251.87,22.19,-3.55,-1.18,,,,-5.116533535,-3.598330476,-1.287577744,-3,,,,,,,,,,
251.88,24.13,0.91,1.48,,,,-3.176533535,0.861669524,1.372422256,+2,,,,,,,,,,
251.89,29.53,3.03,2.39,,,,2.223466465,2.981669524,2.282422256,+1,,,,,,,,,,
251.9,29.55,3.48,2.54,,,,2.243466465,3.431669524,2.432422256,+1,,,,,,,,,,
251.91,30.18,3.94,1.9,,,,2.873466465,3.891669524,1.792422256,+1,,,,,,,,,,
251.92,32.69,4.8,1.27,,,,5.383466465,4.751669524,1.162422256,+1,,,,,,,,,,
251.93,27.72,4.57,0.52,,,,0.413466465,4.521669524,0.412422256,+1,,,,,,,,,,
251.94,30.23,4.34,0.28,,,,2.923466465,4.291669524,0.172422256,+1,,,,,,,,,,
251.95,29.35,5.06,0.49,,,,2.043466465,5.011669524,0.382422256,+1,,,,,,,,,,
251.96,31.54,5.1,-0.49,,,,4.233466465,5.051669524,-0.597577744,-1,,,,,,,,,,
251.97,27.37,5.66,0.03,,,,0.063466465,5.611669524,-0.077577744,-1,,,,,,,,,,
251.98,28.36,5.54,0.52,,,,1.053466465,5.491669524,0.412422256,+1,,,,,,,,,,
251.99,30.03,5.68,-0.43,,,,2.723466465,5.631669524,-0.537577744,-1,,,,,,,,,,
252,31.71,5,0.04,,,,4.403466465,4.951669524,-0.067577744,-1,,,,,,,,,,
252.01,32.1,4.34,-1.31,,,,4.793466465,4.291669524,-1.417577744,-1,,,,,,,,,,
252.02,32.53,4.03,-1.77,,,,5.223466465,3.981669524,-1.877577744,-1,,,,,,,,,,
252.03,28.67,4.19,-1.74,,,,1.363466465,4.141669524,-1.847577744,-1,,,,,,,,,,
252.04,28.88,1.85,-1.65,,,,1.573466465,1.801669524,-1.757577744,-1,,,,,,,,,,
252.05,31.71,0.51,-1.18,,,,4.403466465,0.461669524,-1.287577744,-1,,,,,,,,,,
252.06,32.17,-0.83,-0.71,,,,4.863466465,-0.878330476,-0.817577744,-4,,,,,,,,,,
252.07,32.64,1.32,-1.19,,,,5.333466465,1.271669524,-1.297577744,-1,,,,,,,,,,
252.08,31.58,1.2,-1.42,,,,4.273466465,1.151669524,-1.527577744,-1,,,,,,,,,,
252.09,32.37,2.56,-1.26,,,,5.063466465,2.511669524,-1.367577744,-1,,,,,,,,,,
252.1,31.24,3.42,-2.1,,,,3.933466465,3.371669524,-2.207577744,-1,,,,,,,,,,
252.11,30.24,2.85,-1.58,,,,2.933466465,2.801669524,-1.687577744,-1,,,,,,,,,,
252.12,29.24,2.29,-1.07,,,,1.933466465,2.241669524,-1.177577744,-1,,,,,,,,,,
252.13,30.25,3,-1.77,,,,2.943466465,2.951669524,-1.877577744,-1,,,,,,,,,,
252.14,29.52,2.79,-1.32,,,,2.213466465,2.741669524,-1.427577744,-1,,,,,,,,,,
252.15,30.09,3.07,-1.42,,,,2.783466465,3.021669524,-1.527577744,-1,,,,,,,,,,
252.16,30.66,3.35,-1.52,,,,3.353466465,3.301669524,-1.627577744,-1,,,,,,,,,,
252.17,27.66,3.24,-1.09,,,,0.353466465,3.191669524,-1.197577744,-1,,,,,,,,,,
252.18,28.18,2.35,0.06,,,,0.873466465,2.301669524,-0.047577744,-1,,,,,,,,,,
252.19,30.23,1.46,0.27,,,,2.923466465,1.411669524,0.162422256,+1,,,,,,,,,,
252.2,26.6,1.83,2.29,,,,-0.706533535,1.781669524,2.182422256,+2,,,,,,,,,,
252.21,30.7,2.63,2.3,,,,3.393466465,2.581669524,2.192422256,+1,,,,,,,,,,
252.22,30.32,0.91,1.09,,,,3.013466465,0.861669524,0.982422256,+1,,,,,,,,,,
252.23,31.9,3.66,1.56,,,,4.593466465,3.611669524,1.452422256,+1,,,,,,,,,,
252.24,30.64,3.9,0.86,,,,3.333466465,3.851669524,0.752422256,+1,,,,,,,,,,
252.25,29.39,4.14,0.17,,,,2.083466465,4.091669524,0.062422256,+1,,,,,,,,,,
252.26,28.67,3.15,0.03,,,,1.363466465,3.101669524,-0.077577744,-1,,,,,,,,,,
252.27,31.42,4.28,-1.22,,,,4.113466465,4.231669524,-1.327577744,-1,,,,,,,,,,
252.28,27.97,4.52,-0.63,,,,0.663466465,4.471669524,-0.737577744,-1,,,,,,,,,,
252.29,29.46,2.6,-1.09,,,,2.153466465,2.551669524,-1.197577744,-1,,,,,,,,,,
252.3,30.66,2.61,-1.36,,,,3.353466465,2.561669524,-1.467577744,-1,,,,,,,,,,
252.31,31.86,3.38,-1.03,,,,4.553466465,3.331669524,-1.137577744,-1,,,,,,,,,,
