Time,U,V,W
212.25,23.03,4.74,0.26
212.26,22.84,1.57,0.27
212.27,22.61,0.86,0.57
212.28,22.38,0.15,0.87
212.29,21.13,1.2,0.2
212.3,19.74,-0.86,0.34
212.31,19.04,-0.03,1.13
212.32,21.6,-1.13,1.16
212.33,24.16,1.75,0.94
212.34,22.52,-0.52,0.49
212.35,21.93,-0.91,0.73
212.36,21.34,0.59,0.69
212.37,22.93,2.1,0.65
212.38,23.72,-0.3,0.71
212.39,21.95,-0.39,0.64
212.4,23.27,-0.49,0.59
212.41,24.59,3.2,0.38
212.42,21.86,1.16,0.76
212.43,21.63,-1.95,0.82
212.44,21.68,-1.53,0.55
212.45,21.81,-0.15,1.4
212.46,22.89,-0.13,1.7
212.47,22.56,-0.32,1.2
212.48,21.81,-0.6,1.92
212.49,22.43,0,1.38
212.5,23.05,-0.81,1.82
212.51,21.3,-0.57,1.32
212.52,20.21,0.94,1.37
212.53,20.59,0.1,1.86
212.54,21.77,0.52,1.79
212.55,22.95,1.99,1.4
212.56,23.19,1.3,1.09
212.57,22.04,-0.31,0.81
212.58,24.52,-2.42,0.74
212.59,23.81,-2.21,0.27
212.6,23.79,0.41,-0.2
212.61,22.4,0.83,-0.13
212.62,23.11,0.03,0.24
212.63,23.42,0.7,0.22
212.64,23.62,2.49,0.24
212.65,24.2,0.72,0
212.66,24.79,-1.05,-0.24
212.67,24.86,-1.61,-0.2
212.68,24.13,-1.65,-0.24
212.69,22.88,-1.79,-0.83
212.7,23.61,-1.77,-0.6
212.71,20.2,-2.46,0.63
212.72,20.14,-3.15,1.87
212.73,21.75,1.58,3.06
212.74,23.37,2.96,3.62
212.75,24.68,4.34,3.55
212.76,26.18,3.04,3.16
212.77,27.7,1.74,2.7
212.78,26.21,-1.82,2.25
212.79,25.09,-1.75,1.82
212.8,29.58,-0.73,1.99
212.81,28.22,-0.27,2.17
212.82,23.51,0.05,2.75
212.83,25.02,2.96,2.99
212.84,25.17,2.27,3.34
212.85,25.09,1.2,3.52
212.86,26.64,0.34,3.46
212.87,28.24,1.88,3.25
212.88,26.03,2.14,3.17
212.89,29.91,3.7,2.71
212.9,26.53,3.97,2.25
212.91,27.12,3.64,1.49
212.92,28.2,3.31,1.81
212.93,27.91,3.75,1.66
212.94,26.94,4.21,1.26
212.95,29.3,3.84,0.78
212.96,27.21,3.48,0.4
212.97,27.12,4.26,-0.45
212.98,27.03,2.96,-1.3
212.99,26.04,1.67,-1.41
213,25.06,-1.71,-1.53
213.01,21.35,-1.53,-0.03
213.02,23.11,-3.44,0.73
213.03,23.36,1.86,1.36
213.04,24.96,4.12,1.53
213.05,24.34,4.49,1.87
213.06,21.71,4.87,1.42
213.07,22.8,3.31,1.2
213.08,25.94,-2.62,0.26
213.09,24.88,-0.2,1.47
213.1,26.44,0.76,2.12
213.11,26.66,3.9,2.19
213.12,29.2,3.74,0.4
213.13,31.74,3.59,-1.37
213.14,31.72,2.74,-1.76
213.15,30.41,2.89,-2.15
213.16,29.06,1.96,-3.01
213.17,30.77,3.24,-3.47
213.18,31.36,2.21,-3.64
213.19,32.8,1.48,-3.67
213.2,30.68,0.32,-3.4
213.21,29.88,0.87,-2.99
213.22,29.08,1.42,-2.81
213.23,32.22,-0.74,-2.46
213.24,29.15,-0.41,-2.12
213.25,26.53,3.84,-1.23
213.26,23.92,4.9,-0.35
213.27,25.22,3.41,-0.79
213.28,25.58,1.93,-1.04
213.29,27.2,-3.95,-1.92
213.3,27.7,-3.05,-1.99
213.31,24.92,-3.91,-2.06
213.32,21.1,-3.59,-0.82
213.33,20.14,-3.28,0.41
213.34,19.18,-3.43,-0.2
213.35,18.94,-3.35,0.1
213.36,18.7,-3.39,-0.05
213.37,18.64,-3.37,0.02
213.38,18.57,-3.38,-0.01
213.39,18.56,-3.37,0
213.4,18.54,-3.37,0
213.41,18.53,-3.37,0
213.42,18.53,-3.37,0
213.43,18.53,-3.37,0
213.44,22.55,-3.37,0
213.45,26.57,-4.07,-1.62
213.46,22.55,-4.78,-0.81
213.47,24.56,-4.95,-1.21
213.48,23.55,-5.12,-1.01
213.49,24.05,-3.33,-1.1
213.5,32.61,-1.54,-1.59
213.51,28.33,-3.42,-2.08
213.52,25.82,0.24,-1.86
213.53,26.38,1.44,-0.98
213.54,26.94,2.64,-0.1
213.55,28.87,3.33,-0.66
213.56,26.24,2.77,-0.06
213.57,27.08,1.82,-0.08
213.58,27.93,0.87,-0.1
213.59,26.78,0.31,-0.91
213.6,25.76,0.27,-1.41
213.61,25.06,1.33,-0.94
213.62,30.48,1.53,-1.62
213.63,28.04,1.77,-1.47
213.64,27.7,3.07,-0.95
213.65,28.29,1.57,-0.89
213.66,27.75,-0.06,-1.44
213.67,27.21,-1.7,-2
213.68,26.46,-2.84,-1.95
213.69,28.63,-1.87,-2.18
213.7,26.26,-1.65,-2.97
213.71,28.58,-3.59,-3.02
213.72,26.14,-2.12,-2.39
213.73,26.71,-2.14,-1.77
213.74,27.32,-2.85,-1.29
213.75,27.93,-3.57,-0.81
213.76,26.71,-2.91,0.26
213.77,27.63,0.62,0.19
213.78,28.15,2.06,0.3
213.79,26.96,2.27,-0.8
213.8,26.46,0.12,-1.3
213.81,25.56,1.83,-1.53
213.82,24.66,1.48,-1.56
213.83,25.58,-0.52,-1.46
213.84,23.04,-0.76,-1.37
213.85,23.51,-3.15,-0.98
213.86,27,1.71,-0.43
213.87,25.4,1.08,-0.41
213.88,23.81,0.46,-0.4
213.89,25.08,-0.17,-0.4
213.9,26.35,-0.81,-0.41
213.91,26.07,-1.71,0.26
213.92,25.79,-2.62,0.93
213.93,23.82,-3.78,1.2
213.94,21.77,-1.38,1.42
213.95,20.31,-1.36,1.91
213.96,19.6,-1.35,2.4
213.97,19.27,-1.72,1.98
213.98,18.71,-2.1,1.57
213.99,19.89,-1.33,1.86
214,21.57,2.05,1.94
214.01,23.26,1.29,1.78
214.02,22.61,-1.02,1.86
214.03,19.69,-0.71,2.54
214.04,19.42,-0.15,3.17
214.05,20.47,-1.39,3.79
214.06,21.53,-2.63,3.32
214.07,22.89,0.2,3.05
214.08,23.64,-0.88,2.88
214.09,24.4,-1.97,2.25
214.1,23.16,-0.74,1.64
214.11,23.78,-1.35,2.17
214.12,23.47,-1.04,1.9
214.13,22.18,-2.24,1.81
214.14,22.8,-3.45,1.85
214.15,23.42,-0.73,2.23
214.16,24.54,-4.8,2.08
214.17,28.88,-5.42,1.94
214.18,28.53,-4.95,2.44
214.19,28.18,-4.49,2.6
214.2,29.71,-0.03,2.48
214.21,30.88,-1.57,2.37
214.22,32.06,-3.13,1.99
214.23,27.68,-3.18,1.03
214.24,28.52,-3.79,0.71
214.25,27.05,-1.32,0.57
214.26,28.76,-0.55,0.43
214.27,25.72,-2.56,-0.05
214.28,25.06,-1.98,0.03
214.29,24.97,-2.84,-0.48
214.3,25.01,-3.7,-0.22
214.31,24.09,0.67,-0.21
214.32,23.53,-0.06,-0.19
214.33,21.52,0.63,0.7
214.34,24.88,-0.96,2.29
214.35,25.91,1.77,0.69
214.36,24.82,0.38,0.21
214.37,23.74,-1,-0.26
214.38,25.24,2.3,-0.43
214.39,25.69,0.36,-0.69
214.4,26.15,-1.57,-0.96
214.41,21.27,-1.65,-0.97
214.42,22.45,-3.06,-0.97
214.43,23.64,-4.47,-0.97
214.44,22.65,-3.13,-0.54
214.45,24.87,-3.29,-0.4
214.46,23.1,-1.14,-0.28
214.47,23.63,1.25,-0.1
214.48,23.08,4.01,-0.54
214.49,24.33,1.87,0.54
214.5,23.81,-0.97,0.15
214.51,24.79,-2.77,0.32
214.52,23.48,0.34,0.39
214.53,22.17,3.46,0.46
214.54,23.54,1.75,0.23
214.55,24.92,0.05,0
214.56,23.69,0.12,0.16
214.57,22.47,0.2,0.32
214.58,24.33,-0.82,0.31
214.59,22.65,0.41,0.38
214.6,21.99,0.82,0.27
214.61,21.27,-0.86,0.57
214.62,21.17,3.59,0.98
214.63,21.54,2.43,0.6
214.64,21.92,2.06,0.87
214.65,21.34,2.19,1.04
214.66,24.66,0.68,-0.38
214.67,23.25,1.98,-1.37
214.68,23.09,4.28,-1.63
214.69,24.56,0.76,-0.89
214.7,24.13,1.14,-0.5
214.71,23.41,3.09,0.21
214.72,22.7,3.37,0.92
214.73,21.66,3.66,1.16
214.74,23.66,3.04,0.9
214.75,25.67,2.43,0.65
214.76,26.24,1.6,0.76
214.77,26.23,2.6,0.76
214.78,26.26,2.41,1.09
214.79,24.1,1.35,1.56
214.8,24.28,1.43,1.18
214.81,24.46,1.51,0.82
214.82,22.51,3.13,1.13
214.83,25.99,3.44,0.63
214.84,24.05,2.15,0.77
214.85,24.1,3.95,0.96
214.86,23.88,1.78,1.15
214.87,23.05,1.62,1.06
214.88,22.23,1.46,0.98
214.89,23.08,1.95,0.92
214.9,22.22,-0.11,1.16
214.91,21.52,-1.09,1.1
214.92,24.16,-3.21,0.83
214.93,26.8,-3.16,0.57
214.94,25.24,-3.11,0.65
214.95,22.76,-0.77,1.03
214.96,24.53,-1.01,1.16
214.97,26.3,-1.26,1.31
214.98,30.3,-0.12,0.96
214.99,26.96,-0.96,2.16
215,26.96,-0.28,1.21
215.01,26.96,0.38,0.27
215.02,28.54,3.72,0.55
215.03,27.9,4.25,0.1
215.04,26.94,3.16,0.33
215.05,25.99,2.08,0.57
215.06,27.41,1.25,1.47
215.07,28.54,2.43,0.53
215.08,29.1,1.47,-0.48
215.09,29.66,0.52,-1.49
215.1,28.42,2.71,-1.03
215.11,26.62,3.37,-0.93
215.12,30.61,3.68,-0.91
215.13,31.09,2.95,-1.08
215.14,31.58,2.22,-1.25
215.15,33.57,4.83,-2.09
215.16,32.42,3.75,-2.27
215.17,29.72,3.78,-2.12
215.18,28.68,5.1,-1.97
215.19,27.66,5.21,-1.48
215.2,30.97,5.01,-1.77
215.21,26.06,4.83,-0.31
215.22,28.51,3.4,-1.04
215.23,29.49,1.97,-0.88
215.24,28.3,3.87,-0.04
215.25,27.12,3.91,0.78
215.26,24.28,3.95,1.16
215.27,29.69,2.82,2.05
215.28,29.03,0.71,1.2
215.29,29.66,-1.48,0.32
215.3,31.61,-2.46,-0.52
215.31,30.63,-3.44,-0.1
215.32,22.1,-0.35,1.63
215.33,26.36,-1.89,0.76
215.34,21.77,-1.71,1.4
215.35,24.75,1.6,2.04
215.36,25.17,3.5,0.69
215.37,23.39,2.49,-0.54
215.38,21.61,1.48,-1.77
215.39,23.45,1.53,-1.53
215.4,30.03,0.24,-2.25
215.41,26.74,0.88,-1.89
215.42,21.42,1.37,-0.08
215.43,23.02,0.76,0.8
215.44,24.62,-4.19,1.3
215.45,26.67,-2.98,0.44
215.46,28.72,-1.78,-0.41
215.47,26.16,-1.08,-0.05
215.48,23.61,-0.38,0.3
215.49,24.42,-0.1,0.57
215.5,26.15,-0.48,1.31
215.51,23.39,0.38,2.11
215.52,27.39,-0.51,2.09
215.53,26.28,-3.17,2.09
215.54,24.77,-4,1.68
215.55,25.6,-5.06,1.31
215.56,26.48,-4.29,1.72
215.57,29.44,-3.53,1.05
215.58,27.14,-2.75,0.78
215.59,24.15,-4.09,1.39
215.6,25.18,-0.24,2.31
215.61,26.21,3.61,2.63
215.62,28.96,0.98,2.18
215.63,25.04,1.76,1.74
215.64,25.61,1.13,1.86
215.65,26.19,0.51,1.99
215.66,26.71,-1.26,1.97
215.67,26.75,-1.15,1.36
215.68,24.39,-0.37,1.42
215.69,23.31,-2.41,1.79
215.7,23.82,-1.53,1.57
215.71,24.33,-0.65,1.35
215.72,22.23,-1.48,1.07
215.73,23.89,0.31,1.42
215.74,23.88,0.37,1.22
215.75,24.28,0.57,0.77
215.76,22.89,2.45,0.28
215.77,21.5,0.65,0.2
215.78,20.71,-3.29,1.53
215.79,24.43,-1.32,0.86
215.8,28.15,0.94,-0.19
215.81,24.03,3.2,0.33
215.82,24.68,-1.13,-1.7
215.83,22.58,-2.74,-1.33
215.84,21.48,-0.93,-0.08
215.85,22.07,-2.85,1.1
215.86,24.02,-0.43,0.8
215.87,23.31,2.26,0.71
215.88,25.04,-0.65,0.87
215.89,25.58,1.51,0.8
215.9,26.98,3.68,-0.83
215.91,25.88,0.98,-0.59
215.92,26.21,1.93,0.13
215.93,27.91,3.24,-0.3
215.94,26.4,0.12,0.49
215.95,26.55,-2.4,0.48
215.96,25.44,0.49,0.68
215.97,28.38,1.61,0.37
215.98,25.13,-0.99,0.55
215.99,24.07,1.71,0.52
216,22.17,-1.25,1.2
216.01,20.79,-3.77,1.93
216.02,19.67,-2.12,1.6
216.03,21.39,-0.49,1.27
216.04,23.11,-1.52,1.61
216.05,22.93,-0.54,2.16
216.06,23.4,1.64,2.56
216.07,23.88,1.09,2.44
216.08,24.86,1.94,2.32
216.09,22.82,-1.74,1.15
216.1,23.44,-0.38,0.93
216.11,22.58,-0.63,1.71
216.12,22.97,-0.64,2.25
216.13,23.37,-0.65,2.39
216.14,25.09,-2.05,2.54
216.15,26.44,-0.1,1.65
216.16,24.44,0.93,1.31
216.17,24.41,4.45,0.97
216.18,24.42,2.69,1.14
216.19,24.56,4.03,-0.63
216.2,22.1,6.45,1.18
216.21,27.79,7.05,-0.31
216.22,27.55,6.74,-0.12
216.23,27.32,4.7,0.07
216.24,25.2,2.67,0.24
216.25,22.8,2.6,-0.38
216.26,23.95,2.54,0.54
216.27,25.11,-0.03,1.47
216.28,30.39,4.25,1.37
216.29,27.75,2.1,1.42
216.3,23.69,3.75,-0.2
216.31,24.51,3.66,0.2
216.32,26.03,3.81,0.44
216.33,26.46,2.94,0.04
216.34,26.89,2.07,-0.35
216.35,24.13,2.77,-0.85
216.36,22.99,-0.3,-0.12
216.37,21.86,-0.38,-0.87
216.38,22.7,-1.35,-0.17
216.39,23.71,-3.64,-0.68
216.4,23.37,-0.08,-0.57
216.41,22.83,0.03,-0.17
216.42,22.05,0,0.73
216.43,21.28,-0.01,1.64
216.44,23.75,-2.89,1.15
216.45,25.65,-3.04,0.7
216.46,26.51,-3.88,0.68
216.47,25.72,-3.8,0.88
216.48,24.41,-3.73,1.52
216.49,23.11,-2.33,1.2
216.5,28.08,-0.93,1.2
216.51,30.79,1.48,0.46
216.52,27.73,-2.72,-0.46
216.53,26.69,-2.03,-0.57
216.54,26.6,-1.98,-0.74
216.55,23.98,-3.48,-0.46
216.56,25.22,-3.08,0.18
216.57,25.66,-3.07,0.45
216.58,26.1,-3.07,0.74
216.59,29.49,1.53,-0.01
216.6,28.94,1.85,0.01
216.61,31.45,2.89,-1.86
216.62,30.19,3.94,-0.92
216.63,29.85,-0.63,-1.79
216.64,27.54,-0.76,-1.67
216.65,25.84,-0.44,-0.96
216.66,24.15,-0.12,-0.26
216.67,25.56,-2.42,0.2
216.68,27.23,-1.59,0.07
216.69,27.14,2.12,-0.12
216.7,27.09,3.22,-0.28
216.71,24.71,-1.89,-0.65
216.72,22.05,-1.04,-0.13
216.73,22.87,-2.99,0.35
216.74,23.7,-4.06,0.94
216.75,24.51,-5,0.96
216.76,25.33,-2.95,0.99
216.77,23.73,-0.91,0.93
216.78,28.47,0.92,0.28
216.79,27.23,-2.66,0.38
216.8,24.89,-0.31,-0.43
216.81,24.58,0.88,-0.4
216.82,23.82,-1.04,-0.87
216.83,21.22,-1.22,-0.12
216.84,23.03,-3.35,-0.46
216.85,23.46,-0.17,-0.38
216.86,25.33,-2.6,-0.66
216.87,22.98,-1.05,-0.76
216.88,24.76,-2.3,-0.74
216.89,23.56,-1.84,-0.49
216.9,24.08,-0.74,-0.52
216.91,22.05,-4.58,-0.06
216.92,21.75,-2.92,0.04
216.93,21.86,-3.03,-0.76
216.94,21.98,-3.15,-1.57
216.95,23.92,-0.94,-1.24
216.96,21.9,-4.65,-1.6
216.97,19.11,-3.31,-1.52
216.98,18.87,-0.23,-0.85
216.99,20.17,-1.77,-1.18
217,21.48,-0.23,-0.8
217.01,21.48,-2.08,-0.38
217.02,20.45,-2.21,-0.17
217.03,20.93,-2.5,-0.15
217.04,21.42,-2.89,0.26
217.05,24.31,-1.75,0.98
217.06,21.14,-3.37,-0.06
217.07,24.52,-2.75,0.68
217.08,22.57,-2.52,0.34
217.09,23.24,-1.53,0.89
217.1,21.53,0.92,0.7
217.11,21.81,-2.09,1.2
217.12,22.36,-2.1,0.93
217.13,22.33,-0.35,1.65
217.14,23.05,-0.03,1.35
217.15,21.28,0.44,1.15
217.16,22.76,-1.38,0.88
217.17,22.42,-1.96,0.01
217.18,21.61,-2.34,-0.1
217.19,21.67,-3.09,1.15
217.2,21.73,-1.83,0.77
217.21,27.18,0.68,1.1
217.22,25.11,1.95,0.23
217.23,24.92,3.59,0
217.24,22.4,-1.43,-0.15
217.25,23.66,1.08,-0.07
217.26,21.37,2.78,0.54
217.27,22.33,4.49,0.76
217.28,23.28,1.59,0.65
217.29,25.96,-0.81,0.74
217.3,25.27,0.49,-0.12
217.31,21.6,1.04,0.51
217.32,22.91,1.37,0.59
217.33,24.23,1.51,1.2
217.34,26.71,1.09,1.47
217.35,24.93,0.82,1.09
217.36,25.4,1.31,1.25
217.37,23.37,1.56,1
217.38,23.25,3.17,1.62
217.39,23.13,-0.13,1.73
217.4,22.44,0.2,1.21
217.41,21.76,0.1,1.29
217.42,21.34,-0.89,1.27
217.43,22.17,1.37,1.2
217.44,23.01,1.48,1.25
217.45,23.03,0.32,0.96
217.46,22.52,0.19,1.08
217.47,22.01,-0.02,1.58
217.48,22.94,-0.23,2.08
217.49,21.43,3.07,2.05
217.5,20.11,1.18,1.66
217.51,19.91,4.1,1.77
217.52,20.86,3.19,1.48
217.53,21.81,2.29,1.1
217.54,21.22,3.08,0.85
217.55,19.9,0.59,0.77
217.56,21.22,-2.43,0.76
217.57,22.54,-1.48,2.05
217.58,22.1,0.1,1.43
217.59,25.67,0.03,0.46
217.6,22.52,-2.18,0
217.61,22.23,1.49,0.92
217.62,22.49,-0.01,1.32
217.63,22.75,-1.51,1.72
217.64,25.9,1.09,1.1
217.65,25.58,-0.57,0.59
217.66,23.68,1.86,0.46
217.67,21.79,4.3,0.35
217.68,22.23,1.05,0.63
217.69,21.43,3.95,0.97
217.7,23.04,1,1.65
217.71,24.65,0.7,1.79
217.72,25,0.06,1.65
217.73,23.07,-1.48,1.98
217.74,24.01,-2.34,2.36
217.75,23.28,-0.06,2.53
217.76,22.54,1.48,1.97
217.77,24.18,1.53,1.42
217.78,24.41,2.43,1.1
217.79,24.52,0.85,0.91
217.8,22.75,-0.27,0.82
217.81,22.3,0.08,0.34
217.82,23.97,0.89,0.74
217.83,22.52,-2.96,0.82
217.84,22.38,-0.21,1.55
217.85,22.25,2.53,2.28
217.86,21.66,1.16,1.91
217.87,21.74,0.18,2.33
217.88,21.82,1.79,2.5
217.89,23.75,1.4,1.64
217.9,25.23,2.54,2.05
217.91,26.71,2.16,2.38
217.92,23.7,4.27,2.59
217.93,26.01,3.05,1.97
217.94,27.41,-1.47,1.35
217.95,26.23,-0.74,0.88
217.96,24.6,0.17,0.31
217.97,22.98,-1.49,1.09
217.98,21.45,1.27,0.49
217.99,21.25,0,0.61
218,20.56,-1.26,0.74
218.01,20.5,0.68,1.56
218.02,20.43,2.65,0.66
218.03,19.78,-2.07,0.43
218.04,19.75,-2.85,-0.24
218.05,19.38,-1.29,-0.41
218.06,19.28,0.85,-0.88
218.07,17.74,2.6,-0.44
218.08,16.83,2.24,-0.12
218.09,16.23,2.2,0.63
218.1,17.68,2.17,1.38
218.11,18.89,-0.2,0.68
218.12,18.57,-3.95,1.32
218.13,18.59,-1.31,1.09
218.14,18.21,-3.5,1.32
218.15,18.05,-3.92,1.44
218.16,18.95,-4.94,1.9
218.17,18.04,-2.74,2.49
218.18,19.28,-0.54,2.72
218.19,21.94,-1.03,2.35
218.2,24.6,2.97,1.98
218.21,25.29,4.43,1.63
218.22,23.52,-0.6,0.99
218.23,22.42,-3.62,0.1
218.24,21.22,2.3,-0.34
218.25,22.5,2.32,-0.57
218.26,22.68,-0.37,0.54
218.27,21.31,-1.75,0.6
218.28,23.75,-3.19,1
218.29,25.92,-4.34,1.48
218.3,28.44,-5.34,1.39
218.31,30.97,-5.26,1.31
218.32,28.56,-3,-0.24
218.33,24.69,-0.74,-0.56
218.34,23.72,3.68,-0.89
218.35,22.76,1.47,-0.72
218.36,26.21,-2.53,-0.32
218.37,23.03,-3.25,0.52
218.38,24.62,-3.97,0.13
218.39,28.08,-3.59,0.17
218.4,27.41,-4.52,0.06
218.41,25.37,-4.37,0.27
218.42,23.34,-4.23,0.48
218.43,22.82,-3.57,0.38
218.44,24.5,-0.65,-0.49
218.45,23.71,0.57,-0.65
218.46,21.79,3.33,-1.05
218.47,19.57,4.83,-1.6
218.48,18.91,4.61,-1.08
218.49,19.7,1.2,-1.13
218.5,20.02,2.41,0.15
218.51,21.1,3.06,0.17
218.52,22.19,2.81,-0.91
218.53,21.16,2.6,-1.75
218.54,22.05,2.58,-1.71
218.55,25.04,2.66,-2.37
218.56,26.08,1.48,-2.12
218.57,23.18,2.29,-1.87
218.58,22.03,1.07,-0.01
218.59,22.08,-0.15,1.84
218.6,22.14,0.08,2.05
218.61,23.39,0.31,2.27
218.62,22.64,0.7,1.56
218.63,25.78,3.37,0.57
218.64,24.13,3.62,-0.4
218.65,21.78,3.18,0.59
218.66,19.53,3.09,0.98
218.67,20.21,3,1.37
218.68,20.63,0.06,1.71
218.69,20.78,2.37,2.06
218.7,20.65,-1.52,1.27
218.71,21.01,0.6,1.48
218.72,21.38,0.82,1.22
218.73,23.6,3.81,1.05
218.74,24.21,4.45,0.76
218.75,24.94,3.77,0.54
218.76,22.33,3.86,1.15
218.77,26.79,-0.26,0.14
218.78,27.67,-1.2,-0.71
218.79,24.55,-1.14,-1.12
218.8,21.43,-1.08,-1.53
218.81,21.66,-2.04,-0.51
218.82,21.89,-0.18,0.95
218.83,22.74,1.97,1.64
218.84,23.6,4.14,2.33
218.85,30.32,3.81,1.15
218.86,29.35,-0.37,0.76
218.87,26.31,-1.4,0.37
218.88,27.82,1.1,-0.09
218.89,29.64,0.78,-1.17
218.9,31.47,0.46,-2.27
218.91,29.17,-0.4,-1.44
218.92,26.49,0.48,-0.58
218.93,23.81,1.36,0.27
218.94,25.82,0.98,0.88
218.95,27.84,0.6,1.49
218.96,27.52,2.77,0.65
218.97,27.68,-1.52,0.38
218.98,27.93,-2.84,-0.07
218.99,31.18,-3.15,-1.84
219,30.57,-2.86,-2.57
219.01,29.96,-0.65,-2.54
219.02,32.89,-3.09,-2.54
219.03,32.22,-2.6,-2.57
219.04,31.56,-2.12,-2.98
219.05,32.23,-3.2,-2.99
219.06,32.9,-4.28,-3.09
219.07,33.57,-4.55,-3.09
219.08,33.23,-6.05,-0.6
219.09,27.9,-5.62,1.88
219.1,26.03,-4.48,1.98
219.11,26.63,-3.34,2.08
219.12,27.23,-1.49,1.2
219.13,28,0.3,-0.94
219.14,28.63,1.81,-0.52
219.15,28.54,-4.08,-0.24
219.16,24.66,-4.67,-0.41
219.17,26.71,-4.77,-0.6
219.18,25.65,-4.63,-0.05
219.19,24.6,-4.5,0.49
219.2,25.92,-2.69,0.73
219.21,27.25,-0.89,0.98
219.22,25.13,1.18,1.1
219.23,27.01,-0.04,1.2
219.24,28.9,-1.26,1.31
219.25,30.59,-0.83,1.07
219.26,26.51,-1.56,1.26
219.27,27.3,-2.45,0.43
219.28,27.88,-3.29,0.38
219.29,25.36,-4.14,0
219.3,28,-4.23,0.24
219.31,28.36,-0.88,0
219.32,27.97,-1.29,-0.24
219.33,26.08,-3.78,0.37
219.34,26.89,-3.75,0.24
219.35,28.42,-3.72,0.38
219.36,27.24,-2.09,-0.26
219.37,26.06,-0.46,-0.91
219.38,28.72,-3.84,0.71
219.39,27.39,-2.15,-0.1
219.4,26.06,-0.73,-0.06
219.41,28.83,-3.4,-0.3
219.42,26.77,-1.58,-0.45
219.43,24.71,0.24,-0.62
219.44,26.6,-4.28,-0.24
219.45,26.55,-0.27,-0.46
219.46,25.17,-1.22,-0.4
219.47,28.28,-2.2,-1.04
219.48,29.57,-3.06,-1.2
219.49,27.66,-3.35,-1.1
219.5,27.14,-3.65,-0.73
219.51,26.62,-1.03,-0.37
219.52,29.46,-0.54,0.63
219.53,28.18,4.03,-0.19
219.54,28.7,2.72,-0.31
219.55,27.68,0.6,-0.68
219.56,27.02,-1.64,-0.13
219.57,27.59,1.31,-0.46
219.58,27.61,0,-0.68
219.59,25.9,1.27,-0.44
219.6,25.09,-1.36,-0.76
219.61,24.84,-0.54,-0.24
219.62,24.59,0.27,0.27
219.63,25.31,1.54,1.59
219.64,24.26,-1.44,1.27
219.65,24.57,0.94,0.62
219.66,24.41,-0.24,0.94
219.67,24.87,-2.41,-0.34
219.68,24.82,-4.58,-0.1
219.69,23.92,-0.59,0.05
219.7,23.03,3.39,0.2
219.71,21.39,4.74,1.48
219.72,22.57,4.58,2.29
219.73,23.75,-2.21,2.04
219.74,22.68,-3.13,2.42
219.75,21.62,-4.05,3.13
219.76,25.7,-1.57,3.13
219.77,23.03,0.16,2.78
219.78,23.42,1.9,2.43
219.79,23.81,3.9,2.01
219.8,22.53,0.57,1.53
219.81,21.25,2.41,1.14
219.82,21.61,3.37,1.14
219.83,22.38,-1.22,1.27
219.84,22.25,-2.53,1.31
219.85,22.48,-1.53,1.13
219.86,22.33,-1.94,0.93
219.87,22.57,-1.27,1.15
219.88,22.15,1.72,1.35
219.89,21.12,0.31,1.97
219.9,22.38,2.34,2.25
219.91,23.65,0.7,2.54
219.92,25.11,4.27,2.28
219.93,22.76,2.42,1.21
219.94,21.54,0.73,0.34
219.95,21.92,1.11,0.38
219.96,22.3,-0.23,0.87
219.97,23.83,1.5,0.43
219.98,23.58,2.77,-0.04
219.99,23.33,4.05,-0.52
220,22.31,1.02,0.24
220.01,22.4,-0.38,0.48
220.02,22.58,-0.57,0.71
220.03,21.97,0.54,0.93
220.04,21.36,-1.97,1.79
220.05,24.04,1.29,2.43
220.06,22.15,-0.07,2.48
220.07,21.89,0.54,2.42
220.08,21.64,1.16,2.38
220.09,20.54,-0.37,2.55
220.1,21.35,-0.7,2.46
220.11,22.17,-1.46,2.37
220.12,21.94,-1.04,1.86
220.13,21.36,0.15,1.14
220.14,20.44,0.63,1.02
220.15,20.84,-1.25,0.88
220.16,21.25,-0.65,1.11
220.17,22.84,-0.87,1.37
220.18,24.75,1.96,2.51
220.19,25.4,1.26,1.84
220.2,24.04,0.05,1.82
220.21,22.81,0.55,1.79
220.22,23.21,-0.96,1.15
220.23,23.08,-0.05,0.93
220.24,22.47,-1.05,0.34
220.25,23.21,-0.91,0.83
220.26,23.82,-1.46,1.62
220.27,24.44,-2.01,2.41
220.28,21.78,-3.09,1.9
220.29,27.07,-3.44,1.02
220.3,28.02,-0.49,0.51
220.31,25.9,-0.54,-0.13
220.32,24.16,-1.48,-0.12
220.33,24.43,-1.53,-0.43
220.34,23.97,0.06,-0.52
220.35,24.76,0.96,-1.35
220.36,24.53,1.11,-1.62
220.37,23.37,-2.12,-0.94
220.38,22.22,-2.77,-0.26
220.39,21.21,-3.42,-0.13
220.4,21.34,-3.74,0.26
220.41,21.48,-2.58,0.65
220.42,22.76,-1.43,1.04
220.43,22.28,-2.14,0.98
220.44,24.42,-1.48,0.48
220.45,22.3,-1.63,0.2
220.46,22.17,2.44,0
220.47,22.04,3.79,0.52
220.48,22.23,2.99,1.57
220.49,22.42,0.92,1.12
220.5,25.26,-1.14,0.68
220.51,21.71,3.2,0.23
220.52,20.68,1.15,0.17
220.53,19.66,1.7,0.73
220.54,20.11,2.26,1.29
220.55,21.83,0.12,0.99
220.56,23.55,1.29,1.04
220.57,24.67,1.3,1.14
220.58,24.97,2.53,0.88
